0,1,2,3
"""800 Words""","40 Queen Street, Warkworth, New Zealand",-36.397388,174.6642
"""800 Words""",New Zealand,-41.5000831,172.8344077
"""800 Words""","Warkworth, New Zealand",-36.3984914,174.6642316
"""800 Words""","11 Elizabeth St, Warkworth, New Zealand",-36.397456,174.661862
"""800 Words""",New Zealand,-41.5000831,172.8344077
"""800 Words""","Warkworth, New Zealand",-36.3984914,174.6642316
"""800 Words""","548 West Coast Road, Oratia, Auckland, New Zealand",-36.9082956,174.6292702
"""800 Words""",New Zealand,-41.5000831,172.8344077
"""800 Words""","Auckland, New Zealand",-36.852095,174.7631803
"""800 Words""","Broken Hill, New South Wales, Australia",-31.965,141.4511111
"""888.com World Grand Prix""","Venue Cymru, Llandudno, Conwy, Wales, UK",53.3218229,-3.8174049
"""888.com World Grand Prix""",UK,54.7023545,-3.2765753
"""888.com World Grand Prix""","Venue Cymru, Llandudno, Conwy, Wales, UK",53.3218229,-3.8174049
"""888.com World Grand Prix""",UK,54.7023545,-3.2765753
"""888.com World Grand Prix""","Venue Cymru, Llandudno, Conwy, Wales, UK",53.3218229,-3.8174049
"""888.com World Grand Prix""",UK,54.7023545,-3.2765753
"""888.com World Grand Prix""","Venue Cymru, Llandudno, Conwy, Wales, UK",53.3218229,-3.8174049
"""888.com World Grand Prix""",UK,54.7023545,-3.2765753
"""888.com World Grand Prix""","Venue Cymru, Llandudno, Conwy, Wales, UK",53.3218229,-3.8174049
"""888.com World Grand Prix""",UK,54.7023545,-3.2765753
"""888.com World Grand Prix""","Venue Cymru, Llandudno, Conwy, Wales, UK",53.3218229,-3.8174049
"""888.com World Grand Prix""",UK,54.7023545,-3.2765753
"""888.com World Grand Prix""","Venue Cymru, Llandudno, Conwy, Wales, UK",53.3218229,-3.8174049
"""888.com World Grand Prix""",UK,54.7023545,-3.2765753
"""888.com World Grand Prix""","Venue Cymru, Llandudno, Conwy, Wales, UK",53.3218229,-3.8174049
"""888.com World Grand Prix""",UK,54.7023545,-3.2765753
"""888.com World Grand Prix""","Venue Cymru, Llandudno, Conwy, Wales, UK",53.3218229,-3.8174049
"""888.com World Grand Prix""",UK,54.7023545,-3.2765753
"""888.com World Grand Prix""","Venue Cymru, Llandudno, Conwy, Wales, UK",53.3218229,-3.8174049
"""888.com World Grand Prix""",UK,54.7023545,-3.2765753
"""888.com World Grand Prix""","Venue Cymru, Llandudno, Conwy, Wales, UK",53.3218229,-3.8174049
"""888.com World Grand Prix""",UK,54.7023545,-3.2765753
"""888.com World Grand Prix""","Venue Cymru, Llandudno, Conwy, Wales, UK",53.3218229,-3.8174049
"""888.com World Grand Prix""",UK,54.7023545,-3.2765753
"""888.com World Grand Prix""","Venue Cymru, Llandudno, Conwy, Wales, UK",53.3218229,-3.8174049
"""888.com World Grand Prix""",UK,54.7023545,-3.2765753
"""888.com World Grand Prix""","Venue Cymru, Llandudno, Conwy, Wales, UK",53.3218229,-3.8174049
"""888.com World Grand Prix""",UK,54.7023545,-3.2765753
"""888.com World Grand Prix""","Venue Cymru, Llandudno, Conwy, Wales, UK",53.3218229,-3.8174049
"""888.com World Grand Prix""",UK,54.7023545,-3.2765753
"""888.com World Grand Prix""","Venue Cymru, Llandudno, Conwy, Wales, UK",53.3218229,-3.8174049
"""888.com World Grand Prix""",UK,54.7023545,-3.2765753
"""888.com World Grand Prix""","Venue Cymru, Llandudno, Conwy, Wales, UK",53.3218229,-3.8174049
"""888.com World Grand Prix""",UK,54.7023545,-3.2765753
"""888.com World Grand Prix""","Venue Cymru, Llandudno, Conwy, Wales, UK",53.3218229,-3.8174049
"""888.com World Grand Prix""",UK,54.7023545,-3.2765753
"""888.com World Grand Prix""","Venue Cymru, Llandudno, Conwy, Wales, UK",53.3218229,-3.8174049
"""888.com World Grand Prix""",UK,54.7023545,-3.2765753
"""888.com World Grand Prix""","Venue Cymru, Llandudno, Conwy, Wales, UK",53.3218229,-3.8174049
"""888.com World Grand Prix""",UK,54.7023545,-3.2765753
"""888.com World Grand Prix""","Venue Cymru, Llandudno, Conwy, Wales, UK",53.3218229,-3.8174049
"""888.com World Grand Prix""",UK,54.7023545,-3.2765753
"""888.com World Grand Prix""","Venue Cymru, Llandudno, Conwy, Wales, UK",53.3218229,-3.8174049
"""888.com World Grand Prix""",UK,54.7023545,-3.2765753
"""888.com World Grand Prix""","Venue Cymru, Llandudno, Conwy, Wales, UK",53.3218229,-3.8174049
"""888.com World Grand Prix""",UK,54.7023545,-3.2765753
"""888.com World Grand Prix""","Venue Cymru, Llandudno, Conwy, Wales, UK",53.3218229,-3.8174049
"""888.com World Grand Prix""",UK,54.7023545,-3.2765753
"""8MMM Aboriginal Radio""","Alice Springs, Northern Territory, Australia",-23.6983884,133.8812885
"""9-2-5""",USA,39.7837304,-100.445882
"""9-2-5""","Atlanta, Georgia, USA",33.7489924,-84.3902644
"""9-2-5""",USA,39.7837304,-100.445882
"""9-2-5""","Atlanta, Georgia, USA",33.7489924,-84.3902644
"""9-2-5""",USA,39.7837304,-100.445882
"""9-2-5""","Smyrna, Georgia, USA",33.883887,-84.5147454
"""A Book a City""","London, England, UK",51.5073219,-0.1276474
"""A Book a City""",UK,54.7023545,-3.2765753
"""A Book a City""","Paris, France",48.8588897,2.3200410217200766
"""A Book a City""",France,46.603354,1.8883335
"""A Book a City""",Germany,51.0834196,10.4234469
"""A Book a City""","Berlin, Germany",52.5170365,13.3888599
"""A Book a City""",Hong Kong,22.2793278,114.1628131
"""A Book a City""","Taipei, Taiwan",25.0375198,121.5636796
"""A Copa do Mundo no Recife""",Brazil,-10.3333333,-53.2
"""A Copa do Mundo no Recife""","Recife, Pernambuco, Brazil",-8.0584933,-34.8848193
"""A Dandelion Clock: Magellanic Clouds""","Dandenong Ranges, VIC, Australia",-37.8321508,145.3551849
"""A Dark Tale""",USA,39.7837304,-100.445882
"""A Dark Tale""","Los Angeles, California, USA",34.0536909,-118.242766
"""A Decade On""","Jersey Road Reserve, Artarmon, Australia",-33.8111607,151.1815262156884
"""A Game of Darts""","New York City, New York, USA",40.7127281,-74.0060152
"""A Game of Darts""",USA,39.7837304,-100.445882
"""A Gay and a Girl""","Toronto, Ontario, Canada",43.6534817,-79.3839347
"""A Is for Apple""","Ottawa, Ontario, Canada",45.4211435,-75.6900574
"""A Journey Through the Three Times Moving Trilogy""","London, England, UK",51.5073219,-0.1276474
"""A Journey Through the Three Times Moving Trilogy""",UK,54.7023545,-3.2765753
"""A Journey Through the Three Times Moving Trilogy""","London, England, UK",51.5073219,-0.1276474
"""A Journey Through the Three Times Moving Trilogy""",UK,54.7023545,-3.2765753
"""A Journey Through the Three Times Moving Trilogy""","London, England, UK",51.5073219,-0.1276474
"""A Journey Through the Three Times Moving Trilogy""",UK,54.7023545,-3.2765753
"""A Journey Through the Three Times Moving Trilogy""","London, England, UK",51.5073219,-0.1276474
"""A Journey Through the Three Times Moving Trilogy""",UK,54.7023545,-3.2765753
"""A Journey Through the Three Times Moving Trilogy""","London, England, UK",51.5073219,-0.1276474
"""A Journey Through the Three Times Moving Trilogy""",UK,54.7023545,-3.2765753
"""A Ladies' Guide to Making Conversation More Interesting""","Manhattan, New York City, New York, USA",40.7896239,-73.9598939
"""A Ladies' Guide to Making Conversation More Interesting""","New York City, New York, USA",40.7127281,-74.0060152
"""A Ladies' Guide to Making Conversation More Interesting""",USA,39.7837304,-100.445882
"""A Ladies' Guide to Making Conversation More Interesting""","Washington Heights, Manhattan, New York City, New York, USA",40.8401984,-73.9402214
"""A Ladies' Guide to Making Conversation More Interesting""","New York City, New York, USA",40.7127281,-74.0060152
"""A Ladies' Guide to Making Conversation More Interesting""",USA,39.7837304,-100.445882
"""A Ladies' Guide to Making Conversation More Interesting""","Woodside, Queens, New York City, New York, USA",40.7453798,-73.9054145
"""A Lesson Learnt""","Waltham Abbey, Essex, England, UK",51.6892068,-0.0009449
"""A Lesson Learnt""",UK,54.7023545,-3.2765753
"""A Lesson Learnt""","London, England, UK",51.5073219,-0.1276474
"""A Lesson Learnt""","Finsbury Park, London, England, UK",51.5648345,-0.1064144
"""A Lesson Learnt""",UK,54.7023545,-3.2765753
"""A Quinta""","Venda do Pinheiro, Portugal",38.9234466,-9.2318583
"""A Redheads Life""",USA,39.7837304,-100.445882
"""A Redheads Life""","Los Angeles, California, USA",34.0536909,-118.242766
"""A Southern Gentleman Reads Amazon Reviews""",USA,39.7837304,-100.445882
"""A Southern Gentleman Reads Amazon Reviews""","West College Corner, Indiana, USA",39.5675514,-84.8160671
"""A Very British Romance""","Steventon Church, Steventon, Hampshire, England, UK",51.2290733,-1.2159535
"""A Very British Romance""",UK,54.7023545,-3.2765753
"""A Very British Romance""",UK,54.7023545,-3.2765753
"""A Very British Romance""","Bath, Somerset, England, UK",51.3813864,-2.3596963
"""A Very British Romance""","Birmingham, West Midlands, England, UK",52.4796992,-1.9026911
"""A Very British Romance""","Library of Birmingham, Birmingham, West Midlands, England, UK",52.47968625,-1.9084782773901874
"""A Very British Romance""",UK,54.7023545,-3.2765753
"""A Very British Romance""","Assembly Rooms, Bath, Somerset, England, UK",51.3862376,-2.3628285
"""A Very British Romance""",UK,54.7023545,-3.2765753
"""A Very British Romance""","Bath, Somerset, England, UK",51.3813864,-2.3596963
"""A Very British Romance""","Gretna Green, Dumfries & Galloway, Scotland, UK",55.0049436,-3.0627342
"""A Very British Romance""",UK,54.7023545,-3.2765753
"""A Very British Romance""","Chawton House, Chawton, Hampshire, England, UK",51.12813795,-0.9884039365042543
"""A Very British Romance""",UK,54.7023545,-3.2765753
"""A Very British Romance""","Jane Austen's House Museum, Chawton, Hampshire, England, UK",51.1330749,-0.989069000736702
"""A Very British Romance""",UK,54.7023545,-3.2765753
"""A Weekend with Jacob Prasch""",USA,39.7837304,-100.445882
"""A Weekend with Jacob Prasch""",USA,39.7837304,-100.445882
"""A Weekend with Jacob Prasch""",USA,39.7837304,-100.445882
"""A World of Women""","London, England, UK",51.5073219,-0.1276474
"""A World of Women""",UK,54.7023545,-3.2765753
"""A job. A wife. A life.""","West Palm Beach, Florida, USA",26.715364,-80.0532942
"""A job. A wife. A life.""",USA,39.7837304,-100.445882
"""A job. A wife. A life.""","Palm Beach, Florida, USA",26.6279798,-80.4494174
"""A job. A wife. A life.""","Florida, USA",27.7567667,-81.4639835
"""A job. A wife. A life.""",USA,39.7837304,-100.445882
"""A job. A wife. A life.""","Palm Beach, Florida, USA",26.6279798,-80.4494174
"""A job. A wife. A life.""","Florida, USA",27.7567667,-81.4639835
"""A job. A wife. A life.""",USA,39.7837304,-100.445882
"""A job. A wife. A life.""","Boca Raton, Florida, USA",26.3586885,-80.0830984
"""A job. A wife. A life.""","Florida, USA",27.7567667,-81.4639835
"""A job. A wife. A life.""",USA,39.7837304,-100.445882
"""A job. A wife. A life.""","Palm Beach, Florida, USA",26.6279798,-80.4494174
"""A job. A wife. A life.""","Florida, USA",27.7567667,-81.4639835
"""A job. A wife. A life.""",USA,39.7837304,-100.445882
"""A job. A wife. A life.""","Boca Raton, Florida, USA",26.3586885,-80.0830984
"""A job. A wife. A life.""","Florida, USA",27.7567667,-81.4639835
"""A job. A wife. A life.""",USA,39.7837304,-100.445882
"""A job. A wife. A life.""","Palm Beach, Florida, USA",26.6279798,-80.4494174
"""A job. A wife. A life.""","Florida, USA",27.7567667,-81.4639835
"""A job. A wife. A life.""",USA,39.7837304,-100.445882
"""A job. A wife. A life.""","Boca Raton, Florida, USA",26.3586885,-80.0830984
"""A job. A wife. A life.""","Florida, USA",27.7567667,-81.4639835
"""A job. A wife. A life.""",USA,39.7837304,-100.445882
"""A job. A wife. A life.""","Palm Beach, Florida, USA",26.6279798,-80.4494174
"""A job. A wife. A life.""","Florida, USA",27.7567667,-81.4639835
"""A job. A wife. A life.""",USA,39.7837304,-100.445882
"""A job. A wife. A life.""","Boca Raton, Florida, USA",26.3586885,-80.0830984
"""A job. A wife. A life.""","Florida, USA",27.7567667,-81.4639835
"""A job. A wife. A life.""",USA,39.7837304,-100.445882
"""A job. A wife. A life.""","Palm Beach, Florida, USA",26.6279798,-80.4494174
"""A job. A wife. A life.""","Florida, USA",27.7567667,-81.4639835
"""A job. A wife. A life.""",USA,39.7837304,-100.445882
"""A job. A wife. A life.""","Boca Raton, Florida, USA",26.3586885,-80.0830984
"""A job. A wife. A life.""","Florida, USA",27.7567667,-81.4639835
"""A job. A wife. A life.""",USA,39.7837304,-100.445882
"""A job. A wife. A life.""","Palm Beach, Florida, USA",26.6279798,-80.4494174
"""A job. A wife. A life.""","Florida, USA",27.7567667,-81.4639835
"""A job. A wife. A life.""",USA,39.7837304,-100.445882
"""A job. A wife. A life.""","Boca Raton, Florida, USA",26.3586885,-80.0830984
"""A job. A wife. A life.""","Florida, USA",27.7567667,-81.4639835
"""A que no me dejas""","Televisa San Angel, Mexico City, Distrito Federal, Mexico",19.34476565,-99.20394733773142
"""A que no me dejas""",Mexico,23.6585116,-102.0077097
"""A que no me dejas""","Mexico City, Mexico",19.4326296,-99.1331785
"""A que no me dejas""",Mexico,23.6585116,-102.0077097
"""A que no me dejas""","Cancun, Quintana Roo, Mexico",21.1617854,-86.8510468
"""A que no me dejas""",Mexico,23.6585116,-102.0077097
"""A que no me dejas""","Cancun, Quintana Roo, Mexico",21.1617854,-86.8510468
"""A que no me dejas""",Mexico,23.6585116,-102.0077097
"""A que no me dejas""","Cancun, Quintana Roo, Mexico",21.1617854,-86.8510468
"""A que no me dejas""",Mexico,23.6585116,-102.0077097
"""A que no me dejas""","Cancun, Quintana Roo, Mexico",21.1617854,-86.8510468
"""A que no me dejas""",Mexico,23.6585116,-102.0077097
"""A que no me dejas""","Cancun, Quintana Roo, Mexico",21.1617854,-86.8510468
"""A que no me dejas""",Mexico,23.6585116,-102.0077097
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Lisbon, Portugal",38.7077507,-9.1365919
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A �nica Mulher""","Luanda, Angola",-8.8272699,13.2439512
"""A.E.G.I.S. Tales Radio Adventures""",USA,39.7837304,-100.445882
"""ABC123Songs""",USA,39.7837304,-100.445882
